"3308142006","330814","SIDOREJO"
"3308142003","330814","SUKODADI"
"3308152014","330815","TAMPIRWETAN"
"3308152001","330815","SUROJOYO"
"3308152009","330815","TEGALSARI"
"3308152002","330815","TEMPAK"
"3308152003","330815","SIDOMULYO"
"3308152007","330815","GIYANTI"
"3308152012","330815","TEMPURSARI"
"3308152005","330815","PURWOREJO"
"3308152011","330815","TAMPIRKULON"
"3308152018","330815","BATEH"
"3308152008","330815","KEMBARAN"
"3308152010","330815","PODOSOKO"
"3308152004","330815","MEJING"
"3308152006","330815","CANDIMULYO"
"3308152015","330815","TEMBELANG"
"3308152019","330815","SURODADI"
"3308152016","330815","SONOREJO"
"3308152013","330815","KEBONREJO"
"3308152017","330815","TRENTEN"
"3308162011","330816","BAWANG"
"3308162001","330816","PAKIS"
"3308162018","330816","GEJAGAN"
"3308162020","330816","JAMBEWANGI"
"3308162016","330816","KENALAN"
"3308162004","330816","DASEH"
"3308162007","330816","KRAGILAN"
"3308162005","330816","GUMELEM"
"3308162013","330816","KAJANGKOSO"
"3308162010","330816","PETUNG"
"3308162017","330816","POGALAN"
"3308162008","330816","KETUNDAN"
"3308162002","330816","BANYUSIDI"
"3308162003","330816","LOSARI"
"3308162012","330816","REJOSARI"
"3308162006","330816","KAPONAN"
"3308162014","330816","MUNENGWARANGAN"
"3308162019","330816","MUNENG"
"3308162009","330816","DALEMAN KIDUL"
"3308162015","330816","GONDANGSARI"
"3308172002","330817","JOGONAYAN"
"3308172004","330817","SUMBEREJO"
"3308172014","330817","SELOMIRAH"
"3308172005","330817","GIRIREJO"
"3308172008","330817","BANDUNGREJO"
"3308172003","330817","TEJOSARI"
"3308172010","330817","JOGOYASAN"
"3308172011","330817","KEDITAN"
"3308172016","330817","SELOPROJO"
"3308172012","330817","MAGERSARI"
"3308172007","330817","GENIKAN"
"3308172013","330817","KANIGORO"
"3308172001","330817","NGABLAK"
"3308172006","330817","PANDEAN"
"3308172009","330817","MADYOGONDO"
"3308172015","330817","PAGERGUNUNG"
"3308182017","330818","TLOGOREJO"
"3308182019","330818","KETAWANG"
"3308182007","330818","KLETERAN"
"3308182003","330818","BANYUSARI"
"3308182002","330818","SUMURARUM"
"3308182009","330818","BANARAN"
"3308182020","330818","SALAM"
"3308182021","330818","COKRO"
"3308182027","330818","PUCUNGSARI"
"3308182028","330818","LEBAK"
"3308182012","330818","KALIKUTO"
"3308182023","330818","NGRANCAH"
"3308182006","330818","CITROSONO"
"3308182004","330818","KARTOHARJO"
"3308182010","330818","BALEAGUNG"
"3308182025","330818","PESIDI"
"3308182016","330818","SAMBUNGREJO"
"3308182011","330818","KLEGEN"
"3308182024","330818","SUGIHMAS"
"3308182013","330818","KALIPUCANG"
"3308182005","330818","SIDOGEDE"
"3308182014","330818","SEWORAN"
"3308182022","330818","LOSARI"
"3308182015","330818","BANJARSARI"
"3308182001","330818","GRABAG"
"3308182008","330818","NGASINAN"
"3308182026","330818","GIRIWETAN"
"3308182018","330818","TIRTO"
"3308192004","330819","PURWOSARI"
"3308192019","330819","NGADIREJO"
"3308192013","330819","DAWUNG"
"3308192018","330819","GIRIREJO"
"3308192010","330819","GLAGAHOMBO"
"3308192006","330819","BANYUSARI"
"3308192007","330819","SUKOREJO"
"3308192001","330819","TEGALREJO"
"3308192008","330819","TAMPINGAN"
"3308192009","330819","BANYUURIP"
"3308192021","330819","MANGUNREJO"
"3308192012","330819","WONOKERTO"
"3308192015","330819","JAPAN"
"3308192003","330819","SIDOREJO"
"3308192011","330819","PURWODADI"
"3308192002","330819","SOROYUDAN"
"3308192020","330819","DONOROJO"
"3308192014","330819","KLOPO"
"3308192016","330819","KEBONAGUNG"
"3308192005","330819","DLIMAS"
"3308192017","330819","NGASEM"
"3308202010","330820","JAMBEWANGI"
"3308202008","330820","CANDIRETNO"
"3308202005","330820","KRINCING"
"3308202018","330820","DONOMULYO"
"3308202006","330820","DONOREJO"
"3308202013","330820","NGADIROJO"
"3308202017","330820","PURWOSARI"
"3308202003","330820","MADYOCONDRO"
"3308202012","330820","KALIJOSO"
"3308202007","330820","CANDISARI"
"3308202020","330820","PIRIKAN"
"3308202009","330820","PANCURANMAS"
"3308202014","330820","KARANGKAJEN"
"3308201001","330820","SECANG"
"3308202004","330820","NGABEAN"
"3308202011","330820","PAYAMAN"
"3308202002","330820","MADUSARI"
"3308202016","330820","PUCANG"
"3308202015","330820","SIDOMULYO"
"3308202019","330820","GIRIKULON"
"3308212014","330821","DAMPIT"
"3308212019","330821","MANGUNSARI"
"3308212016","330821","NGEMPLAK"
"3308212020","330821","GONDANGREJO"
"3308212013","330821","SEMEN"
"3308212011","330821","KENTENGSARI"
"3308212017","330821","GUNUNGSARI"
"3308212018","330821","KALIJOSO"
"3308212015","330821","GIRIMULYO"
"3308212009","330821","WONOROTO"
"3308212010","330821","GENITO"
"3308212003","330821","CANDISARI"
"3308212001","330821","WINDUSARI"
"3308212004","330821","BANDARSEDAYU"
"3308212005","330821","BANJARSARI"
"3308212006","330821","BALESARI"
"3308212007","330821","KEMBANGKUNING"
"3308212002","330821","PASANGSARI"
"3308212008","330821","TANJUNGSARI"
"3308212012","330821","UMBULSARI"
